STD_YM,gID,기능_여가,기능_의료,기능_교육,기능_상업,기능_주거,기능_합
202508,마라322769,0,0,0,0,0,0
202508,마라322770,0,0,0,0,0,0
202508,마라322771,0,0,0,0,0,0
202508,마라322772,0,0,0,0,0,0
202508,마라322773,0,0,0,0,0,0
202508,마라322774,0,0,0,0,0,0
202508,마라322775,0,0,0,0,0,0
202508,마라322776,0,0,0,0,0,0
202508,마라323764,0,0,0,0,0,0
202508,마라323765,0,0,0,0,0,0
202508,마라323766,0,0,0,0,0,0
202508,마라323767,1,1,1,1,1,5
202508,마라323768,0,0,0,0,0,0
202508,마라323769,0,0,0,0,0,0
202508,마라323770,0,0,0,0,0,0
202508,마라323771,1,1,1,1,1,5
202508,마라323772,1,1,1,1,1,5
202508,마라323773,0,0,0,0,0,0
202508,마라323774,0,0,0,0,0,0
202508,마라323775,0,0,0,0,0,0
202508,마라323776,0,0,0,0,0,0
202508,마라323777,0,0,0,0,0,0
202508,마라323778,0,0,0,0,0,0
202508,마라324762,0,0,0,0,0,0
202508,마라324763,0,0,0,0,0,0
202508,마라324764,0,0,0,0,0,0
202508,마라324765,0,0,0,0,0,0
202508,마라324766,0,0,0,0,0,0
202508,마라324767,0,0,0,0,0,0
202508,마라324768,0,0,0,0,0,0
202508,마라324769,0,0,0,0,0,0
202508,마라324770,0,0,0,0,0,0
202508,마라324771,0,0,0,0,0,0
202508,마라324772,0,0,0,0,0,0
202508,마라324773,0,0,0,0,0,0
202508,마라324774,0,0,0,0,0,0
202508,마라324775,0,0,0,0,0,0
202508,마라324776,0,0,0,0,0,0
202508,마라324777,0,0,0,0,0,0
202508,마라324778,0,0,0,0,0,0
202508,마라324779,0,0,0,0,0,0
202508,마라324780,0,0,0,0,0,0
202508,마라324781,0,0,0,0,0,0
202508,마라325762,0,0,0,0,0,0
202508,마라325763,0,0,0,0,0,0
202508,마라325764,1,0,1,1,0,3
202508,마라325765,0,0,0,0,0,0
202508,마라325766,0,0,0,0,0,0
202508,마라325767,0,0,0,0,0,0
202508,마라325768,0,0,0,0,0,0
202508,마라325769,0,0,0,0,0,0
202508,마라325770,0,0,0,0,0,0
202508,마라325771,0,0,0,0,0,0
202508,마라325772,0,0,0,0,0,0
202508,마라325773,0,0,0,0,0,0
202508,마라325774,0,0,0,0,0,0
202508,마라325775,0,0,0,0,0,0
202508,마라325776,0,0,0,0,0,0
202508,마라325777,0,0,0,0,0,0
202508,마라325778,1,0,0,0,0,1
202508,마라325779,0,0,0,0,0,0
202508,마라325780,0,0,0,0,0,0
202508,마라325781,0,0,0,0,0,0
202508,마라325782,0,0,0,0,0,0
202508,마라325783,0,0,0,0,0,0
202508,마라325784,0,0,0,0,0,0
202508,마라326762,0,0,0,0,0,0
202508,마라326763,0,0,0,0,0,0
202508,마라326764,0,0,0,0,0,0
202508,마라326765,0,0,0,0,0,0
202508,마라326766,0,0,0,0,0,0
202508,마라326767,0,0,0,0,0,0
202508,마라326768,1,0,1,1,0,3
202508,마라326769,0,0,0,0,0,0
202508,마라326770,0,0,0,0,0,0
202508,마라326771,0,0,0,0,0,0
202508,마라326772,0,0,0,0,0,0
202508,마라326773,0,0,0,0,0,0
202508,마라326774,0,0,0,0,0,0
202508,마라326775,0,0,0,0,0,0
202508,마라326776,0,0,0,0,0,0
202508,마라326777,0,0,0,0,0,0
202508,마라326778,0,0,0,0,0,0
202508,마라326779,0,0,0,0,0,0
202508,마라326780,0,0,0,0,0,0
202508,마라326781,0,0,0,0,0,0
202508,마라326782,0,0,0,0,0,0
202508,마라326783,0,0,0,0,0,0
202508,마라326784,0,0,0,0,0,0
202508,마라326785,0,0,0,0,0,0
202508,마라326786,0,0,0,0,0,0
202508,마라326787,0,0,0,0,0,0
202508,마라326788,0,0,0,0,0,0
202508,마라326789,0,0,0,0,0,0
202508,마라326790,0,0,0,0,0,0
202508,마라326791,0,0,0,0,0,0
202508,마라327762,0,0,0,0,0,0
202508,마라327763,0,0,0,0,0,0
202508,마라327764,0,0,0,0,0,0
202508,마라327765,0,0,0,0,0,0
202508,마라327766,0,0,0,0,0,0
202508,마라327767,0,0,0,0,0,0
202508,마라327768,0,0,0,0,0,0
202508,마라327769,0,0,0,0,0,0
202508,마라327770,0,0,0,0,0,0
202508,마라327771,0,0,0,0,0,0
202508,마라327772,1,1,1,1,1,5
202508,마라327773,0,0,0,0,0,0
202508,마라327774,0,0,0,0,0,0
202508,마라327775,0,0,0,0,0,0
202508,마라327776,0,0,0,0,0,0
202508,마라327777,0,0,0,0,0,0
202508,마라327778,0,0,0,0,0,0
202508,마라327779,0,0,0,0,0,0
202508,마라327780,0,0,0,0,0,0
202508,마라327781,1,1,1,0,1,4
202508,마라327782,0,0,0,0,0,0
202508,마라327783,0,0,0,0,0,0
202508,마라327784,0,0,0,0,0,0
202508,마라327785,0,0,0,0,0,0
202508,마라327786,1,1,1,0,1,4
202508,마라327787,0,0,0,0,0,0
202508,마라327788,0,0,0,0,0,0
202508,마라327789,1,1,1,1,1,5
202508,마라327790,0,0,0,0,0,0
202508,마라327791,1,1,1,1,1,5
202508,마라328760,0,0,0,0,0,0
202508,마라328761,0,0,0,0,0,0
202508,마라328762,0,0,0,0,0,0
202508,마라328763,0,0,0,0,0,0
202508,마라328764,0,0,0,0,0,0
202508,마라328765,0,0,0,0,0,0
202508,마라328766,0,0,0,0,0,0
202508,마라328767,0,0,0,0,0,0
202508,마라328768,0,0,0,0,0,0
202508,마라328769,1,1,1,1,1,5
202508,마라328770,0,0,0,0,0,0
202508,마라328771,0,0,0,0,0,0
202508,마라328772,0,0,0,0,0,0
202508,마라328773,0,0,0,0,0,0
202508,마라328774,0,0,0,0,0,0
202508,마라328775,0,0,0,0,0,0
202508,마라328776,0,0,0,0,0,0
202508,마라328777,0,0,0,0,0,0
202508,마라328778,0,0,0,0,0,0
202508,마라328779,0,0,0,0,0,0
202508,마라328780,0,0,0,0,0,0
202508,마라328781,0,0,0,0,0,0
202508,마라328782,0,0,0,0,0,0
202508,마라328783,0,0,0,0,0,0
202508,마라328784,0,0,0,0,0,0
202508,마라328785,0,0,0,0,0,0
202508,마라328786,0,0,0,0,0,0
202508,마라328787,0,0,0,0,0,0
202508,마라328788,0,0,0,0,0,0
202508,마라328789,0,0,0,0,0,0
202508,마라328790,1,1,1,1,1,5
202508,마라328791,0,0,0,0,0,0
202508,마라329760,0,0,0,0,0,0
202508,마라329761,0,0,0,0,0,0
202508,마라329762,0,0,0,0,0,0
202508,마라329763,0,0,0,0,0,0
202508,마라329764,0,0,0,0,0,0
202508,마라329765,0,0,0,0,0,0
202508,마라329766,0,0,0,0,0,0
202508,마라329767,0,0,0,0,0,0
202508,마라329768,0,0,0,0,0,0
202508,마라329769,0,0,0,0,0,0
202508,마라329770,0,0,0,0,0,0
202508,마라329771,1,1,1,1,1,5
202508,마라329772,0,0,0,0,0,0
202508,마라329773,0,0,0,0,0,0
202508,마라329774,0,0,0,0,0,0
202508,마라329775,0,0,0,0,0,0
202508,마라329776,0,0,0,0,0,0
202508,마라329777,0,0,0,0,0,0
202508,마라329778,0,0,0,0,0,0
202508,마라329779,0,0,0,0,0,0
202508,마라329780,0,0,0,0,0,0
202508,마라329781,0,0,0,0,0,0
202508,마라329782,0,0,0,0,0,0
202508,마라329783,0,0,0,0,0,0
202508,마라329784,0,0,0,0,0,0
202508,마라329785,0,0,0,0,0,0
202508,마라329786,0,0,0,0,0,0
202508,마라329787,0,0,0,0,0,0
202508,마라329788,0,0,0,0,0,0
202508,마라329789,0,0,0,0,0,0
202508,마라329790,0,0,0,0,0,0
202508,마라329791,1,1,1,1,1,5
202508,마라330759,0,0,0,0,0,0
202508,마라330760,0,0,0,0,0,0
202508,마라330761,0,0,0,0,0,0
202508,마라330762,0,0,0,0,0,0
202508,마라330763,0,0,0,0,0,0
202508,마라330764,0,0,0,0,0,0
