STD_YM,gID,dup_fac_cnt,fac_name_1,fac_func_1,fac_name_2,fac_func_2,fac_name_3,fac_func_3,fac_name_4,fac_func_4,fac_name_5,fac_func_5,fac_name_6,fac_func_6,fac_name_7,fac_func_7,fac_name_8,fac_func_8,fac_name_9,fac_func_9,fac_name_10,fac_func_10,fac_name_11,fac_func_11,fac_name_12,fac_func_12,fac_name_13,fac_func_13,fac_name_14,fac_func_14,fac_name_15,fac_func_15,fac_name_16,fac_func_16,fac_name_17,fac_func_17,dup_fac_pop
202508,마라335840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라335841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336838,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336842,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라336846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337829,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337830,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337831,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337836,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337838,3,감전시장,상업,사상 보건소,주거의료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
202508,마라337839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337841,2,감전천,여가,애플 아울렛 서부시외버스터미널,상업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4
202508,마라337842,5,동매누리 작은도서관,교육,하하센터,여가,사상평생학습관,교육,개금테마공원,여가,르네시떼,상업,감전천,여가,사상 보건소,주거의료,개성고등학교,여가,괘법동 행정복지센터,주거의료교육,당감행복마루센터,주거여가,수풀작은도서관,교육,동매누리행복센터,주거의료,장림1동행정복지센터,주거의료,무지개작은도서관,교육,동매산둘레길,여가,사하구청 제2청사,주거의료교육,사상근린공원,여가,1321.8
202508,마라337843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라337847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338829,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338830,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338831,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202508,마라338836,4,새벽시장,상업,감전동 행정복지센터,주거의료,사상인디스테이션,여가,애플 아울렛 서부시외버스터미널,상업,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3
202508,마라338837,1,삼성테스코홈플러스서부산점,상업,애플 아울렛 서부시외버스터미널,상업,이마트 사상점,상업,르네시떼,상업,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
202508,마라338838,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
